#HIP (Name),Ra (Degrees),Dec (Degrees),Plx (milliarcsec),B (mag),V (mag),err_Plx,err_B,err_V
42913,131.17582214,-54.70856797,40.9,2.05,1.949,0.38,0.002,0.003
42914,131.17627208,-48.67124584,32.14,9.126,8.246,0.82,0.014,0.011
42916,131.18738252,-42.63386077,36.04,8.128,7.284,2.84,0.009,0.006
42922,131.2121828,-44.54292426,27.77,7.227,6.618,0.57,0.005,0.005
42928,131.22984766,-21.16783642,12.78,6.34,6.129,0.75,0.004,0.004
42937,131.2867015,-32.24906563,14.73,7.265,6.928,0.67,0.004,0.004
42977,131.38576605,-39.75232787,14.69,8.967,8.305,0.79,0.011,0.01
43054,131.57317581,-20.42789893,19.37,8.576,7.869,1.37,0.009,0.008
43170,131.89820555,-31.39805574,15.17,11.03,9.9,1.65,0.034,0.02
43177,131.91835588,-41.7362388,34.55,7.051,6.411,0.56,0.005,0.004
43190,131.99176168,-35.72748701,17.14,9.333,8.579,0.88,0.013,0.01
43193,131.99812515,-31.24273639,13.73,9.483,8.841,1.3,0.013,0.012
43197,132.00348499,-49.57468429,23.0,7.217,6.767,0.59,0.006,0.007
43267,132.20644183,-32.47068065,13.81,10.152,9.387,1.33,0.02,0.017
43290,132.27408759,-39.95470159,27.71,8.642,7.917,0.7,0.01,0.009
43310,132.34504089,-32.38388326,28.89,11.314,10.032,1.55,0.05,0.026
43352,132.46458755,-32.78040797,14.26,6.297,5.294,1.25,0.003,0.002
43354,132.46833118,-39.14170326,12.82,6.669,6.407,0.58,0.003,0.004
43358,132.48208604,-36.61618479,23.77,7.723,7.196,0.66,0.005,0.005
43371,132.51038705,-45.69489724,15.14,10.491,9.628,1.23,0.043,0.033
43374,132.52928992,-56.16595702,13.48,10.034,9.257,0.79,0.021,0.017
43409,132.63338051,-27.71005869,15.63,5.674,4.162,0.58,0.003,0.002
43414,132.64450311,-66.79322494,19.04,5.829,5.381,0.48,0.003,0.003
43487,132.8666049,-61.36334742,17.67,7.797,7.237,0.53,0.008,0.007
43597,133.19243592,-26.94747112,17.27,9.869,9.09,1.18,0.02,0.016
43686,133.48306018,-66.80128646,16.75,9.053,8.232,0.66,0.014,0.011
43704,133.50483439,-35.65081964,12.63,8.002,7.462,0.71,0.006,0.006
43706,133.51096646,-51.5838456,18.3,9.194,8.502,0.84,0.016,0.014
43760,133.7142161,-63.70166012,21.59,10.467,9.517,1.02,0.033,0.024
43771,133.73942174,-24.39464323,32.12,9.976,8.783,1.18,0.026,0.016
43797,133.79898826,-54.96554657,41.41,6.28,5.758,0.44,0.003,0.003
43825,133.8813149,-27.68162589,14.4,5.04,4.892,0.66,0.002,0.002
43853,133.98305637,-23.8184137,14.24,6.58,6.403,0.71,0.004,0.005
43880,134.08316076,-37.12246922,25.36,7.6,6.938,0.77,0.005,0.005
43983,134.3454971,-51.67106832,18.29,10.36,9.422,1.37,0.035,0.025
44093,134.71844252,-47.23482313,14.77,5.475,5.193,0.59,0.003,0.002
44101,134.7373294,-34.00649324,21.35,10.471,9.428,1.38,0.026,0.017
44132,134.82394035,-35.31025572,16.66,9.59,8.911,1.01,0.015,0.013
44143,134.85158738,-59.08439697,38.2,5.657,5.207,0.47,0.004,0.003
44164,134.92812912,-27.81619461,17.91,7.748,6.966,0.74,0.008,0.005
44191,135.02266724,-41.25373789,16.19,5.245,4.532,0.53,0.003,0.002
44195,135.03696004,-58.66825304,14.07,9.267,8.65,1.03,0.018,0.016
44279,135.27324248,-37.77183421,15.37,9.951,9.099,1.01,0.019,0.015
44291,135.30194792,-25.5264047,24.23,9.683,8.701,1.18,0.016,0.012
44343,135.45483398,-26.56421132,18.15,7.835,7.301,1.23,0.007,0.007
44357,135.4940692,-38.8375014,15.05,9.18,8.627,0.89,0.012,0.011
44382,135.61166181,-66.39584369,26.24,4.198,4.02,0.51,0.002,0.002
44435,135.79834675,-62.35174849,14.83,7.802,7.421,1.08,0.008,0.008
44500,135.99405896,-36.73907325,13.24,7.781,7.323,0.69,0.005,0.006
44510,136.03810013,-52.84110031,23.22,11.817,10.83,1.27,0.151,0.091
44668,136.54165667,-37.15265187,13.56,9.412,8.647,0.89,0.013,0.01
44676,136.57648871,-59.06748572,20.02,9.38,8.588,0.92,0.016,0.013
44712,136.66033068,-50.37915304,13.32,10.868,10.127,1.21,0.045,0.037
44713,136.66163258,-43.49241324,26.63,8.099,7.391,0.66,0.009,0.009
44719,136.68240777,-33.56840097,25.83,9.376,8.498,0.91,0.012,0.009
44745,136.77632153,-61.76430496,23.67,9.669,8.755,1.16,0.02,0.015
44799,136.94470776,-29.95426606,12.78,9.929,9.299,1.25,0.021,0.018
44811,136.98598058,-50.48212473,25.16,8.394,7.79,0.68,0.01,0.009
44821,137.00897873,-49.44978315,32.74,10.192,9.036,1.05,0.033,0.02
44851,137.07163077,-37.11486332,19.08,9.012,8.305,0.96,0.01,0.008
44873,137.15258832,-38.31743184,13.19,10.405,9.527,1.23,0.025,0.019
44874,137.15343755,-25.8394391,22.4,7.457,6.838,0.73,0.004,0.005
44899,137.2164025,-34.84210835,44.75,12.048,10.476,1.58,0.105,0.04
44971,137.41673677,-61.8326525,16.8,10.649,9.704,1.01,0.044,0.03
45001,137.48504809,-30.36528248,15.35,5.823,5.62,0.67,0.002,0.002
45016,137.53244437,-65.48965108,12.88,7.803,7.339,0.56,0.007,0.006
45096,137.79212874,-55.03168687,24.8,10.841,9.622,0.99,0.043,0.024
45120,137.8737272,-61.09489059,17.21,11.554,10.219,1.16,0.091,0.041
45198,138.15818923,-31.52931868,13.45,9.221,8.639,1.16,0.013,0.012
45238,138.30100329,-69.71747245,29.34,1.746,1.675,0.47,0.006,0.006
45283,138.43646887,-42.31026974,18.66,8.702,8.074,0.76,0.01,0.009
45301,138.49822041,-27.51977378,26.69,11.038,9.847,1.43,0.043,0.025
45320,138.54445911,-63.69327265,13.59,8.712,7.977,0.66,0.011,0.009
45439,138.90317393,-38.56991789,14.49,6.338,5.04,0.54,0.003,0.002
45448,138.93778941,-37.41312644,19.69,5.172,4.682,0.55,0.002,0.002
45525,139.17219407,-60.60917688,14.01,10.741,9.726,1.09,0.042,0.028
45533,139.20196292,-49.30163117,22.2,11.681,10.29,1.35,0.091,0.043
45571,139.32250201,-68.68957252,29.83,5.871,5.438,0.6,0.003,0.003
45623,139.48517404,-37.39798824,13.44,7.872,7.147,0.65,0.006,0.005
45637,139.53738985,-57.7700241,42.59,11.111,9.746,1.09,0.066,0.033
45703,139.75172619,-47.96826116,14.32,8.329,7.138,0.63,0.01,0.006
45705,139.76847111,-41.46822391,21.52,8.734,8.042,0.82,0.009,0.008
45726,139.83308846,-58.92934528,19.14,7.651,7.109,0.86,0.006,0.008
45733,139.84950666,-61.73730696,15.41,9.369,8.745,0.92,0.017,0.015
45749,139.93424255,-59.47751731,28.29,9.652,8.691,0.77,0.025,0.018
45856,140.23679302,-62.40463293,14.65,5.988,4.902,0.49,0.003,0.003
45908,140.41079374,-60.28239508,95.37,11.383,9.637,0.98,0.069,0.023
45937,140.50593834,-54.54392184,15.39,9.098,8.172,0.7,0.016,0.012
45952,140.57970252,-54.46549354,14.86,9.162,8.444,1.1,0.015,0.013
45957,140.58725624,-32.14917867,26.82,9.856,8.944,1.08,0.016,0.012
45995,140.70696531,-35.52295439,27.01,7.87,7.273,0.71,0.006,0.005
45996,140.70785477,-40.7649494,21.11,9.647,8.891,0.96,0.016,0.013
46126,141.09516805,-63.71817026,18.11,9.334,8.601,0.73,0.018,0.015
46179,141.24746577,-49.22515651,18.98,11.462,10.189,1.4,0.076,0.038
46225,141.36407358,-61.95061204,13.79,5.94,5.762,0.68,0.003,0.003
46236,141.40145593,-53.2516312,22.55,7.555,7.023,1.04,0.01,0.009
46328,141.68408799,-64.9298568,14.65,6.235,6.07,0.5,0.003,0.003
46358,141.77707532,-71.60209195,16.23,6.842,5.58,0.49,0.004,0.003
46388,141.88248802,-58.0945377,20.48,7.913,7.265,0.59,0.009,0.006
46407,141.95494967,-71.7812037,17.67,6.802,6.365,0.53,0.004,0.004
46421,141.98919371,-53.51726777,17.71,7.239,6.788,0.59,0.005,0.006
46422,141.98972188,-66.10212508,25.4,9.915,8.953,0.83,0.023,0.016
46436,142.05791947,-53.92063304,16.66,8.819,8.269,0.73,0.013,0.012
46517,142.31771878,-38.40354893,16.04,6.409,6.177,0.58,0.003,0.003
46523,142.32816995,-44.5389716,24.31,7.655,7.072,0.76,0.007,0.006
46535,142.36937517,-44.53238215,25.21,7.569,7.027,0.64,0.006,0.005
46536,142.36984404,-34.02978246,14.44,8.21,7.667,0.85,0.006,0.005
46626,142.61722412,-32.10416827,51.71,9.601,8.446,0.91,0.018,0.012
46631,142.63875611,-47.6045134,19.2,9.463,8.737,0.8,0.016,0.013
46649,142.6727475,-36.64350058,14.05,9.848,9.062,1.22,0.016,0.013
46651,142.67547063,-40.46688763,53.89,4.006,3.624,0.7,0.002,0.002
46677,142.74566736,-47.38321821,30.67,9.695,8.613,0.85,0.018,0.012
46701,142.80564072,-57.0343916,13.72,5.196,3.346,0.51,0.003,0.002
46709,142.82911315,-47.95253268,16.8,6.848,6.559,0.57,0.004,0.004
46711,142.83104472,-56.42799716,15.91,9.293,8.672,0.76,0.015,0.013
46790,143.0182611,-57.68499523,13.92,9.619,9.032,0.86,0.02,0.019
46874,143.28213125,-39.12916862,13.75,6.841,6.461,0.59,0.003,0.003
46888,143.32083859,-38.63769664,14.75,8.053,7.32,0.69,0.007,0.005
46933,143.48463899,-39.59463645,27.39,11.761,10.462,1.45,0.076,0.037
46934,143.49038646,-31.94117363,15.62,8.067,7.587,0.85,0.006,0.006
47000,143.6887213,-52.02834354,13.26,7.837,7.397,0.6,0.006,0.006
47039,143.79948668,-35.823745,15.78,6.977,6.52,0.66,0.003,0.003
47120,144.03150075,-63.90206438,17.9,10.236,9.321,1.28,0.025,0.018
47145,144.10588902,-48.75116061,13.8,6.525,6.233,0.76,0.007,0.007
47163,144.16071359,-46.33881271,17.24,9.115,8.468,0.9,0.012,0.011
47175,144.2069042,-49.3551286,30.35,4.559,4.363,0.58,0.002,0.002
47202,144.29920891,-43.27191181,22.97,9.256,8.322,0.9,0.013,0.01
47204,144.3028174,-53.66848607,13.95,5.628,5.48,1.25,0.004,0.004
47225,144.36953137,-49.99147971,29.33,7.683,7.049,0.69,0.007,0.006
47251,144.46976773,-37.833002,22.43,9.845,8.995,1.11,0.016,0.013
47255,144.48229567,-36.92614218,23.37,8.553,7.811,0.85,0.007,0.006
47263,144.50100508,-59.39938672,17.42,8.368,7.572,0.6,0.012,0.01
47328,144.66976956,-39.61397828,24.66,7.274,6.749,0.88,0.004,0.004
47333,144.68161048,-39.38652366,27.26,12.05,10.68,1.86,0.112,0.053
47391,144.83767061,-61.32810523,14.57,4.439,4.502,0.47,0.002,0.002
47418,144.93527196,-64.99557729,14.92,9.993,9.233,0.93,0.024,0.02
47425,144.94490302,-41.06842435,105.34,12.482,10.888,1.67,0.193,0.073
47449,145.05149438,-35.18073528,15.72,9.342,8.668,1.56,0.012,0.011
47479,145.17751102,-57.98357162,14.85,5.541,5.334,0.69,0.003,0.003
47486,145.20255078,-40.55475384,22.27,10.013,9.12,1.19,0.02,0.015
47490,145.2039829,-62.89145297,25.27,11.463,10.113,1.17,0.099,0.047
47489,145.20450187,-69.62014316,15.34,10.223,9.402,0.92,0.026,0.021
47511,145.29277362,-36.02878548,13.08,7.818,7.368,0.85,0.005,0.005
47543,145.39451189,-38.49688581,18.29,8.877,8.215,0.78,0.009,0.008
47625,145.67081012,-55.83216506,23.22,7.886,7.201,1.32,0.01,0.009
47662,145.77212899,-43.27255743,18.47,8.913,8.294,0.95,0.011,0.01
47663,145.77518599,-69.35037184,16.86,9.616,8.764,0.77,0.018,0.014
47753,146.02877785,-70.28767347,14.12,10.299,9.582,0.91,0.03,0.025
47762,146.06520213,-39.57119026,17.01,7.192,6.842,0.68,0.005,0.004
47792,146.15499053,-62.24549217,17.8,11.73,10.47,1.11,0.171,0.081
47869,146.3417074,-49.81231213,14.41,8.057,7.556,0.76,0.008,0.008
47903,146.44296166,-57.00150932,13.02,9.161,8.482,0.75,0.015,0.013
47919,146.49906441,-35.8635872,18.09,7.324,6.912,0.72,0.005,0.004
47947,146.55526786,-40.63591061,20.46,8.605,8.007,0.91,0.008,0.007
48018,146.82967417,-63.72065264,19.04,11.996,10.79,1.55,0.143,0.074
48072,147.00110125,-38.36455562,25.81,8.101,7.459,1.57,0.007,0.005
48133,147.19571335,-52.61627821,38.14,9.053,8.022,0.89,0.013,0.009
48141,147.20906033,-37.30961617,24.84,9.777,8.942,1.11,0.015,0.012
48190,147.36489257,-55.33535366,47.47,12.185,10.769,2.78,0.174,0.08
48235,147.51031106,-49.79012085,29.45,9.619,8.634,0.84,0.02,0.015
48241,147.51903606,-50.62618589,13.04,8.225,7.692,0.69,0.009,0.009
48322,147.75469589,-58.12706126,13.36,9.364,8.718,1.59,0.031,0.02
48376,147.92225149,-54.65933716,21.94,7.976,7.397,0.59,0.007,0.006
48583,148.62968088,-45.73107076,12.94,9.057,8.251,0.79,0.012,0.01
48594,148.64783236,-58.73088972,34.49,10.231,9.083,1.09,0.029,0.018
48637,148.76070229,-40.75957546,14.92,8.781,8.22,0.98,0.008,0.008
48661,148.85725075,-73.62028962,13.86,10.208,9.339,0.89,0.023,0.017
48703,148.99595982,-39.55318034,14.25,8.243,7.106,0.79,0.007,0.005
48718,149.05256351,-40.78679446,29.57,10.231,9.084,1.16,0.02,0.012
48904,149.6413219,-46.42394529,62.88,12.731,11.377,1.85,0.327,0.155
48926,149.71808346,-35.89093311,30.67,5.582,5.266,0.59,0.002,0.002
48941,149.7732463,-72.7890716,14.3,8.345,7.884,0.63,0.01,0.011
49086,150.27553209,-72.31868742,12.57,8.17,7.641,0.61,0.009,0.008
49094,150.30811984,-56.66895861,16.25,8.665,8.088,0.63,0.01,0.01
49105,150.32648191,-70.72819141,14.05,7.927,7.421,0.68,0.008,0.006
49248,150.80113483,-48.64338536,22.71,11.89,10.496,1.28,0.134,0.056
49359,151.1421285,-39.31710986,32.24,10.387,9.196,1.3,0.018,0.011
49475,151.51697753,-42.52486222,13.34,7.92,7.478,0.79,0.006,0.006
49485,151.54675512,-47.36986491,12.63,6.2,5.182,0.55,0.006,0.004
49546,151.74963671,-71.4779734,16.57,7.125,6.642,0.95,0.004,0.004
49599,151.86795652,-37.503937,20.51,9.565,8.697,1.26,0.017,0.013
49644,151.99350459,-58.47964484,22.85,9.721,8.926,0.89,0.02,0.016
49662,152.07552435,-58.19854917,14.62,7.36,6.695,0.53,0.005,0.005
49681,152.12586372,-41.90664452,14.73,9.952,9.104,1.14,0.016,0.013
49714,152.25058513,-49.78335673,13.17,8.49,8.042,0.7,0.009,0.009
49804,152.48894773,-66.5978828,18.02,8.567,7.455,0.56,0.012,0.008
49844,152.65706616,-41.71493294,14.63,7.603,6.119,0.62,0.005,0.003
49913,152.86362033,-74.46051386,16.01,9.282,8.575,0.72,0.013,0.011
50036,153.23377267,-47.47568273,24.4,9.201,8.329,1.24,0.014,0.011
50070,153.3453401,-51.23293774,20.06,5.588,5.304,0.56,0.003,0.003
50106,153.44513141,-71.57678286,15.05,9.841,9.053,0.77,0.02,0.016
50137,153.53225393,-48.7244721,13.0,9.069,8.502,0.83,0.013,0.012
50191,153.68447399,-42.12206281,31.72,3.921,3.847,0.55,0.002,0.002
50197,153.71076118,-62.58686537,20.07,9.683,8.916,0.85,0.02,0.017
50204,153.73979571,-67.2953495,15.04,8.989,8.319,0.72,0.013,0.011
50391,154.3341711,-46.83494301,16.07,6.856,6.516,0.59,0.004,0.004
50493,154.65899399,-56.11067508,27.91,6.367,5.862,0.51,0.003,0.003
50653,155.16895329,-53.6641286,17.71,8.27,7.689,0.7,0.009,0.008
50672,155.21134392,-63.44830911,13.9,9.363,8.591,0.74,0.015,0.013
50694,155.28403256,-52.50585246,23.73,11.73,10.45,1.62,0.11,0.056
50754,155.45627952,-44.51073346,21.55,11.078,9.79,1.46,0.047,0.024
50765,155.49905627,-63.04585657,19.07,11.272,10.085,1.24,0.072,0.04
50799,155.58169175,-41.65010791,16.26,6.259,4.943,0.56,0.002,0.002
50808,155.6008156,-60.17612897,49.88,11.946,10.731,2.71,0.29,0.16
50861,155.77947732,-50.52720774,13.29,7.609,7.241,0.61,0.006,0.006
50866,155.79908574,-48.33480254,18.76,10.787,9.712,1.05,0.04,0.025
50883,155.85240142,-50.34861498,15.75,8.532,7.992,0.73,0.009,0.008
50903,155.91963976,-41.9532195,14.05,7.381,6.349,0.62,0.004,0.003
50954,156.09891874,-74.03154474,61.67,4.417,4.03,0.49,0.002,0.002
51001,156.27731156,-50.10672048,15.86,7.276,6.828,0.58,0.005,0.005
51078,156.54466259,-45.56273813,15.44,8.293,7.579,0.72,0.007,0.007
51138,156.69967574,-62.90171641,36.97,11.342,9.914,2.29,0.118,0.049
51166,156.76709306,-62.00581388,13.48,9.936,9.09,1.34,0.022,0.017
51177,156.79336573,-62.01866529,12.92,8.224,7.629,0.67,0.009,0.008
51194,156.85583147,-65.7047139,14.22,6.122,6.009,0.53,0.003,0.003
51216,156.92080619,-67.36832763,13.9,9.023,8.423,0.81,0.014,0.012
51266,157.07758525,-52.56179763,29.86,8.704,7.772,1.64,0.015,0.012
51271,157.09800348,-51.70518181,41.16,10.249,9.007,0.96,0.025,0.015
51415,157.52019966,-71.56102562,17.7,9.723,9.085,0.93,0.023,0.02
51438,157.58364619,-71.99271995,12.6,4.778,4.723,0.47,0.002,0.003
51510,157.78578114,-53.25739085,20.13,10.983,9.91,1.16,0.049,0.033
51523,157.84264509,-53.7159928,45.72,5.473,4.948,0.51,0.003,0.002
51608,158.1354235,-72.42810558,15.3,9.12,8.465,0.76,0.015,0.013
51611,158.14679833,-72.44133925,14.99,9.864,9.08,0.82,0.023,0.019
51625,158.20299151,-50.13591387,20.41,9.207,8.511,0.95,0.013,0.011
51655,158.30045912,-48.1268526,13.48,9.949,9.268,1.13,0.019,0.016
51986,159.32606984,-48.22561631,37.71,4.201,3.873,0.51,0.002,0.002
52332,160.42046567,-45.76869406,12.86,7.957,7.489,0.75,0.006,0.006
52427,160.77092045,-72.19524684,13.01,8.082,7.54,0.58,0.008,0.007
52535,161.11356183,-72.44362716,31.29,6.855,6.319,0.51,0.004,0.004
52559,161.19258926,-43.95887312,13.96,9.825,9.101,1.04,0.014,0.012
52578,161.2675709,-58.14876458,13.91,8.554,7.841,0.76,0.012,0.01
52629,161.4390931,-45.75889844,12.81,9.699,9.071,1.11,0.014,0.013
52666,161.5379327,-45.79038259,13.34,10.645,9.763,1.41,0.028,0.021
52694,161.61388461,-42.64346325,16.41,7.436,7.032,0.71,0.006,0.005
52709,161.6547559,-43.19253898,13.33,6.528,6.317,0.65,0.003,0.004
52727,161.69217542,-49.42012517,28.18,3.893,2.818,0.49,0.005,0.003
52858,162.14648963,-48.35060835,14.98,7.541,7.09,0.67,0.006,0.005
52947,162.42551615,-71.65420489,13.29,7.971,7.588,0.59,0.007,0.008
52986,162.58119854,-71.18122265,12.92,10.182,9.482,0.93,0.025,0.022
53106,162.97204482,-49.15744084,21.28,7.161,6.622,0.66,0.004,0.004
53122,163.01083431,-68.54338146,12.99,9.423,8.741,0.76,0.016,0.014
53215,163.26275328,-66.98564974,15.98,11.051,10.16,1.09,0.053,0.038
53244,163.35768678,-44.41135257,17.19,8.7,8.148,0.96,0.009,0.008
53253,163.3731926,-58.85326474,33.71,4.973,3.888,0.57,0.003,0.003
53321,163.5945261,-70.74115382,13.37,9.651,9.112,0.84,0.02,0.019
53401,163.83403083,-75.19178353,19.14,8.509,7.91,0.64,0.009,0.008
53500,164.16821894,-50.60765744,20.02,7.779,7.326,0.7,0.006,0.006
53534,164.2883589,-69.98062336,14.66,10.365,9.398,1.45,0.03,0.021
53626,164.56803034,-64.47680736,13.79,10.462,9.621,1.02,0.035,0.027
53657,164.66065525,-57.48336946,15.59,9.452,8.79,0.85,0.019,0.017
53685,164.76905335,-53.53927403,26.02,7.397,6.873,0.68,0.006,0.004
53719,164.86144351,-56.6227497,27.14,9.722,8.69,0.91,0.022,0.016
53771,165.03474528,-51.81780645,16.7,6.374,6.177,0.58,0.004,0.003
53787,165.0737707,-66.55708255,19.31,8.977,8.33,0.76,0.012,0.011
53837,165.20978471,-49.0196911,30.2,8.379,7.645,0.75,0.008,0.006
53921,165.50601977,-73.48789455,15.39,7.814,7.305,0.69,0.006,0.007
54044,165.88249235,-71.62884835,15.22,8.15,7.676,0.62,0.008,0.008
54060,165.92838949,-51.35270345,12.85,7.127,6.774,0.6,0.004,0.005
54083,166.00078239,-74.24801096,19.43,8.369,7.777,0.59,0.009,0.008
54102,166.05672806,-57.76503944,18.16,9.472,8.737,0.91,0.018,0.015
54287,166.58197092,-44.3731064,31.22,8.076,7.299,0.83,0.007,0.007
54401,166.98496879,-51.1188771,13.66,10.672,9.907,1.17,0.032,0.026
54405,166.99282154,-64.95597989,19.61,10.075,9.157,1.39,0.026,0.019
54452,167.11195971,-73.97581875,13.46,8.993,7.945,0.62,0.012,0.008
54641,167.75212771,-65.42666383,17.77,8.719,8.222,0.76,0.011,0.011
54746,168.13810684,-49.10107805,20.02,5.574,5.391,1.15,0.002,0.002
54834,168.3904463,-57.27837069,15.24,9.297,8.819,1.05,0.017,0.016
54846,168.43078532,-63.40219521,21.11,10.693,9.674,1.04,0.04,0.026
54977,168.85802906,-52.81324155,18.39,9.603,8.729,1.61,0.017,0.013
54980,168.86896397,-67.40994586,17.95,10.38,9.42,1.32,0.042,0.028
54989,168.89809732,-48.25851191,13.61,9.039,8.484,1.12,0.01,0.01
55068,169.11641893,-45.88017922,18.05,6.732,6.321,1.23,0.004,0.004
55109,169.25005396,-54.77689966,18.42,7.242,6.804,0.6,0.005,0.005
55237,169.67336118,-74.19058476,17.03,8.338,7.791,0.66,0.011,0.009
55280,169.8201814,-64.58259742,26.72,6.54,6.039,0.51,0.003,0.003
55387,170.12473219,-45.72877078,16.55,7.319,6.94,0.77,0.004,0.004
55439,170.28824198,-65.97348412,12.66,9.887,9.303,0.93,0.022,0.021
55516,170.56179579,-48.94533685,16.07,10.238,9.377,1.18,0.022,0.017
55633,170.95808702,-56.69451793,25.2,9.254,8.434,1.04,0.015,0.012
55672,171.10561842,-47.50597038,13.59,9.179,8.599,1.04,0.011,0.01
55691,171.17060162,-61.64775569,77.58,10.41,8.76,1.82,0.094,0.037
55735,171.29941138,-73.63248324,15.25,7.291,6.919,0.56,0.006,0.006
55779,171.4315173,-63.97231572,36.46,5.759,5.226,0.51,0.003,0.002
55980,172.08798153,-71.11766877,14.81,8.095,7.632,0.68,0.008,0.008
56089,172.451749,-51.66321486,17.53,7.858,7.414,0.82,0.012,0.008
56097,172.48753707,-55.26414646,13.18,8.597,7.901,0.78,0.01,0.009
56153,172.64839026,-57.13396199,44.97,9.72,8.501,0.99,0.022,0.013
56363,173.30631677,-67.0545517,30.41,8.776,7.814,0.7,0.011,0.008
56389,173.40338111,-46.31772765,14.1,9.308,8.634,1.12,0.011,0.009
56413,173.48716531,-48.81893849,23.61,9.06,8.235,0.99,0.013,0.011
56447,173.595182,-46.97390369,17.0,9.918,9.002,1.9,0.017,0.013
56497,173.73751871,-49.1369474,15.72,6.836,5.619,0.78,0.004,0.002
56501,173.74575025,-54.84967725,19.57,11.739,10.758,1.8,0.126,0.078
56519,173.80806521,-60.8945049,18.29,6.976,6.61,0.65,0.006,0.006
56573,173.98148244,-47.64152017,17.24,5.559,5.286,0.7,0.002,0.002
56656,174.25334034,-61.28344643,14.11,6.573,5.254,0.54,0.005,0.003
56675,174.31642653,-75.89654092,23.75,6.052,5.687,0.56,0.003,0.003
56725,174.45024166,-52.89098526,16.04,8.628,7.937,1.04,0.009,0.008
56740,174.50631534,-54.70305523,14.25,9.143,7.969,0.91,0.014,0.009
56760,174.54634706,-51.57521699,24.34,9.827,8.952,1.22,0.016,0.013
56868,174.88985414,-52.72792084,15.04,9.374,8.717,1.23,0.015,0.013
56950,175.1208268,-64.46423063,21.34,8.798,8.143,0.75,0.011,0.009
56966,175.17013783,-58.10436623,12.71,9.595,8.927,1.07,0.017,0.015
57052,175.43893119,-50.62558421,14.26,7.805,7.418,0.84,0.005,0.005
57092,175.5617502,-75.22730303,29.08,7.109,6.531,0.57,0.004,0.004
57172,175.87539557,-58.00773148,32.79,9.387,8.333,0.96,0.017,0.012
57269,176.16077651,-49.41731969,20.55,10.136,9.082,2.38,0.021,0.014
57291,176.21055164,-58.70353973,23.81,8.365,7.548,0.83,0.009,0.007
57319,176.29358603,-50.63021286,15.54,10.444,9.661,1.38,0.027,0.022
57352,176.38345869,-71.24481212,20.61,8.831,8.068,0.73,0.012,0.01
57363,176.40236386,-66.72884344,25.42,3.842,3.651,0.54,0.002,0.002
57367,176.41359792,-64.84067419,216.4,11.488,11.867,2.11,0.127,0.269
57552,176.94269279,-46.60133562,15.13,9.419,8.749,1.19,0.014,0.013
57572,177.0107177,-66.11531301,27.96,9.467,8.357,1.64,0.026,0.016
57799,177.77169263,-57.34063431,12.85,10.683,9.868,1.5,0.045,0.036
57814,177.83700756,-68.86087809,13.65,8.096,7.608,0.68,0.008,0.008
57931,178.22105094,-50.29284025,20.27,10.498,9.501,1.47,0.024,0.017
58024,178.51378672,-67.66952931,14.67,9.424,8.189,0.74,0.015,0.009
58085,178.68590817,-66.37603942,23.09,6.811,6.412,0.59,0.004,0.004
58106,178.75467546,-56.09550622,32.33,7.943,7.276,1.44,0.012,0.01
58121,178.81473879,-66.40892783,24.18,9.244,8.464,0.84,0.014,0.011
58180,178.98832926,-77.00841277,21.3,9.467,8.672,0.69,0.014,0.012
58226,179.12949594,-50.75970158,13.28,10.016,9.26,1.36,0.019,0.015
58242,179.18343317,-47.07243569,18.52,6.74,6.306,0.76,0.003,0.003
58290,179.31561846,-48.74347111,24.54,8.906,8.231,1.05,0.011,0.009
58301,179.33562442,-49.3600936,16.79,7.099,6.73,0.74,0.005,0.004
58380,179.5655063,-47.97689113,27.86,7.392,6.825,0.82,0.005,0.005
58384,179.57775674,-51.5158348,15.62,9.122,8.5,1.56,0.011,0.01
58387,179.58147061,-55.23951366,15.24,9.951,9.269,1.36,0.021,0.018
