#HIP (Name),Ra (Degrees),Dec (Degrees),Plx (milliarcsec),B (mag),V (mag),err_Plx,err_B,err_V
29226,92.4357073,-44.8241655,16.78,12.545,10.812,1.46,0.23,0.072
29234,92.44961008,-22.77449062,18.48,6.229,5.761,0.74,0.002,0.002
29241,92.48401563,-25.62582628,19.82,8.358,7.762,1.32,0.008,0.007
29242,92.48517709,34.135932,25,9.433,8.531,1.16,0.02,0.015
29248,92.5039262,17.93476897,22.18,9.277,8.562,1.41,0.018,0.015
29271,92.55918047,-74.7525279,98.54,5.981,5.152,0.45,0.003,0.003
29277,92.58180602,82.11000311,106.43,12.214,10.577,1.44,0.154,0.057
29295,92.64458964,-21.86290752,173.19,10.001,8.346,1.12,0.018,0.009
29314,92.72030146,-61.49989345,13.39,7.869,7.491,0.59,0.008,0.008
29330,92.76308887,-13.80066379,23.58,10.089,8.894,1.09,0.021,0.013
29374,92.87535326,-41.57791739,25.91,10.541,9.444,0.95,0.03,0.019
29391,92.91279822,-22.89671554,13.7,9.601,8.922,1.16,0.016,0.014
29396,92.92285825,7.77843883,13.71,7.807,7.372,0.89,0.007,0.008
29402,92.93981301,69.84411792,13.35,10.698,9.843,1.62,0.03,0.022
29421,92.97572069,71.13071708,19.24,8.042,7.527,0.74,0.007,0.005
29432,93.00187959,6.78369045,43.26,7.642,6.936,0.87,0.008,0.007
29439,93.04667717,-65.53151686,16.49,7.355,6.855,1.46,0.006,0.006
29461,93.11352122,-3.63671438,14.41,8.783,7.893,1,0.014,0.011
29479,93.1690791,-43.62861605,19.82,9.114,8.38,0.73,0.013,0.011
29525,93.30190191,10.62786588,55.2,7.251,6.504,0.96,0.005,0.005
29544,93.38275855,14.01681404,12.64,8.363,7.782,0.99,0.01,0.01
29548,93.39608065,63.39464091,40.38,11.168,9.779,1.41,0.061,0.032
29550,93.39817431,-29.89730323,18.2,9.976,9.034,2.18,0.023,0.017
29568,93.43885743,-23.86220749,59.9,7.237,6.445,0.75,0.004,0.003
29573,93.46966294,2.80949722,16.16,8.667,7.503,1.12,0.013,0.009
29580,93.49603786,52.01154731,15.1,7.816,7.405,1.25,0.008,0.007
29596,93.55798715,-49.81567102,16.4,9.648,8.872,0.8,0.02,0.016
29600,93.56266963,84.98631828,15.64,9.473,8.888,0.78,0.019,0.018
29611,93.60165281,5.16876762,33.74,9.526,8.484,1.33,0.02,0.014
29644,93.70138559,-19.72827644,20.54,9.761,8.788,1.08,0.019,0.013
29650,93.71223277,19.15688949,47.33,5.733,5.257,0.86,0.003,0.004
29652,93.71392987,-62.28411781,12.72,8.983,8.39,0.69,0.013,0.012
29659,93.72802135,42.12351386,15.67,8.886,8.244,1.16,0.014,0.013
29673,93.77519937,-71.70289813,31.95,7.31,6.683,0.51,0.005,0.005
29690,93.82340934,42.14284977,14.04,9.513,8.953,1.41,0.02,0.019
29692,93.82379533,-18.47701325,15.66,7.341,6.102,0.71,0.005,0.003
29696,93.84473576,29.49871224,19.31,5.633,4.439,0.83,0.004,0.002
29697,93.84592118,-34.95143505,15.2,8.848,8.347,0.78,0.013,0.013
29711,93.8735826,-4.91463574,15.03,6.113,6.013,0.76,0.004,0.006
29716,93.89315534,-0.51165873,28.02,6.209,5.675,0.76,0.004,0.003
29720,93.90070561,66.14848318,26.36,7.602,7.098,0.72,0.006,0.006
29724,93.91183347,-57.70166464,15.87,9.644,8.947,0.72,0.018,0.015
29725,93.91273142,36.14868102,20.7,7.351,6.899,2.44,0.007,0.008
29761,94.01126215,70.78265278,38.89,8.402,7.52,0.74,0.007,0.004
29777,94.05227766,56.93481331,18.9,8.206,7.552,0.97,0.016,0.011
29783,94.06322149,-59.21875056,16.1,8.25,7.754,0.66,0.01,0.01
29788,94.07848864,-59.21273358,27.5,7.13,6.486,0.5,0.006,0.004
29792,94.08865887,-81.63404125,17.05,10.368,9.488,0.92,0.033,0.025
29800,94.11070845,12.2717103,51,5.544,5.087,0.9,0.003,0.002
29804,94.13029034,-40.53234686,26.99,9.821,8.723,0.83,0.022,0.015
29807,94.13806399,-35.14073157,17.83,5.631,4.478,0.55,0.003,0.002
29810,94.16484097,25.20707803,29.76,10.743,9.436,2.16,0.052,0.028
29814,94.17878597,47.0615442,20.39,10.163,9.272,1.3,0.029,0.021
29815,94.18122746,32.24270916,15.61,9.306,8.699,1.26,0.016,0.015
29824,94.21057254,44.7065332,24.87,10.035,9.122,1.15,0.025,0.019
29829,94.220511,-18.60677408,18.86,8.211,7.547,0.92,0.007,0.006
29836,94.23517455,-29.87018228,14.21,8.761,8.25,0.92,0.009,0.009
29843,94.26466059,-22.71460054,25.06,6.746,6.126,0.68,0.003,0.003
29850,94.27756971,9.94253598,12.85,5.527,5.41,0.8,0.003,0.003
29852,94.28988535,-37.25344284,16.1,6.059,5.895,0.53,0.003,0.003
29860,94.31770235,5.09969578,51.76,6.447,5.772,0.78,0.004,0.003
29873,94.34746795,57.41482409,16.18,7.758,7.217,1.08,0.01,0.007
29875,94.35737567,17.98943483,30.33,11.949,10.577,2.14,0.14,0.066
29878,94.37563467,32.26336071,14.96,8.21,7.707,0.98,0.01,0.009
29882,94.39038216,35.14909924,20.83,7.192,6.727,0.9,0.007,0.006
29884,94.39451401,46.42392575,13.86,6.846,6.553,0.78,0.004,0.004
29888,94.40579635,-24.44443333,15.25,7.996,7.549,0.97,0.007,0.006
29938,94.53940912,-33.30864158,13.18,9.114,8.612,0.9,0.011,0.011
29954,94.58638028,-69.16222172,14.92,8.122,7.646,0.59,0.008,0.009
29957,94.59063096,72.95086233,12.89,8.327,7.847,0.78,0.008,0.007
29958,94.59201416,-13.869656,32.3,11.535,10.024,2.1,0.079,0.031
29964,94.61759254,-72.04502741,25.99,11.321,10.193,1.02,0.06,0.038
29974,94.65632829,67.7284632,21,9.395,8.522,1.39,0.014,0.011
29991,94.70135441,6.72560923,12.55,8.568,7.998,1.12,0.011,0.01
29997,94.71158258,69.3200343,18.55,4.789,4.764,0.64,0.002,0.002
30001,94.71908606,-28.12281742,16.29,8.92,8.22,0.88,0.009,0.008
30018,94.7551972,38.5316515,16.96,11.216,10.253,1.84,0.083,0.054
30023,94.77008184,47.3941145,31.33,7.497,6.898,0.82,0.006,0.006
30030,94.78354667,-3.43888711,20.1,8.651,8.019,0.99,0.012,0.011
30034,94.80374117,-58.05442142,21.97,10.243,9.245,0.82,0.029,0.02
30037,94.81251392,-68.83157887,14.07,9.978,9.248,0.86,0.023,0.02
30038,94.81332976,-69.78471797,16.27,7.503,6.964,0.56,0.007,0.006
30045,94.82920087,-37.46283179,25.4,9.778,8.772,0.82,0.021,0.015
30050,94.84399718,-66.05996622,12.85,9.025,8.436,0.7,0.012,0.011
30060,94.90579498,59.01090518,21.88,4.484,4.449,0.95,0.003,0.003
30067,94.91742934,16.01328387,36.32,7.29,6.686,0.9,0.006,0.005
30104,95.02469907,-48.74044338,38.92,7.41,6.683,0.56,0.006,0.005
30112,95.0553193,2.25914233,35.74,11.757,9.97,1.53,0.121,0.041
30114,95.05950169,-10.72496962,19.83,8.525,7.773,1.02,0.007,0.006
30129,95.10203642,80.35660676,16.86,8.097,7.586,0.65,0.006,0.007
30130,95.10261886,65.49855489,19.93,9.475,8.706,1.14,0.014,0.011
30158,95.1945011,-44.78936684,17,9.221,8.393,0.94,0.021,0.015
30167,95.21022289,-4.59537747,14.38,7.054,6.791,0.85,0.005,0.006
30179,95.25040673,-78.41215925,15.84,9.02,8.371,0.67,0.012,0.01
30188,95.26706992,29.37171516,17.81,7.449,7.053,1.22,0.01,0.006
30220,95.36539622,17.29508674,24.89,10.235,9.169,1.61,0.044,0.029
30223,95.37995353,-29.15073316,15.66,8.312,7.781,1.35,0.009,0.008
30225,95.38795855,-22.2141719,35.92,9.663,8.574,1.11,0.017,0.012
30230,95.4022758,56.18493338,14.13,9.578,8.91,1.16,0.021,0.019
30232,95.4057403,-18.16644584,22.64,8.49,7.798,0.94,0.012,0.009
30243,95.43140738,-0.53874678,24.33,8.452,7.699,0.92,0.012,0.009
30244,95.4320263,-27.50710582,14.58,8.763,8.161,0.87,0.009,0.008
30247,95.44211705,53.45239515,17.54,5.866,5.39,0.73,0.004,0.004
30252,95.45853449,-51.23771911,13.84,7.007,6.764,0.51,0.004,0.006
30258,95.48312793,-78.71745004,21.14,9.965,9.054,0.73,0.022,0.016
30260,95.48691731,-40.88076027,18.67,10.215,9.347,0.86,0.028,0.022
30261,95.48857391,-34.51232174,16.61,9.949,9.219,1.01,0.025,0.021
30270,95.51273832,34.59751121,14.39,8.316,7.704,0.94,0.013,0.012
30277,95.52852147,-33.43627251,13.75,4.939,3.943,0.6,0.002,0.002
30278,95.53373399,61.76027203,16.21,7.656,7.254,0.86,0.009,0.01
30314,95.62897591,-60.21880842,42.56,7.254,6.592,0.49,0.006,0.005
30318,95.65176776,12.57031541,15.87,6.372,6.036,1,0.006,0.005
30342,95.73278618,-56.3699207,19.87,5.899,5.633,0.76,0.003,0.003
30343,95.73996302,22.51385027,14.07,4.997,3.086,0.93,0.006,0.006
30344,95.74030304,-24.55604925,34.02,8.19,7.449,0.75,0.007,0.006
30377,95.81072096,-46.82328591,15.43,9.318,8.475,0.71,0.014,0.012
30378,95.8157375,-30.94550983,13.53,8.149,7.71,0.72,0.007,0.007
30419,95.94207368,4.59283881,25.39,4.644,4.433,1.02,0.004,0.003
30421,95.94343443,6.0065735,14.56,10.241,9.354,1.5,0.036,0.026
30439,95.9900444,-45.94781987,15.55,8.732,7.949,0.69,0.013,0.011
30476,96.10171459,-42.84940778,35.85,7.489,6.749,0.52,0.006,0.004
30478,96.1020844,-27.31481869,14.94,8.603,8.041,0.88,0.008,0.008
30480,96.11071103,-63.42864724,31.46,7.253,6.523,0.52,0.005,0.004
30481,96.11192818,66.51352394,12.7,8.679,8.271,0.95,0.01,0.01
30486,96.12831995,38.56939367,22.29,8.363,7.665,1.05,0.008,0.009
30502,96.18232056,-43.40587683,16.11,9.479,8.741,0.76,0.016,0.013
30503,96.18328956,-28.77981914,45.38,7.141,6.439,0.63,0.004,0.003
30509,96.19761808,-5.50356552,17.11,8.259,7.759,0.93,0.008,0.008
30513,96.209174,4.87208478,20.58,7.623,7.095,0.94,0.014,0.011
30521,96.22480792,-13.23028053,14.41,8.864,8.188,0.97,0.011,0.01
30544,96.31808972,-34.37838821,20.25,9.714,8.904,0.91,0.017,0.014
30545,96.31836214,-0.94535265,30.22,6.544,5.938,0.92,0.008,0.007
30552,96.33465718,11.23338336,30.36,7.691,7.079,0.92,0.013,0.01
30561,96.36344913,29.57118938,14.94,9.698,8.894,1.55,0.026,0.021
30567,96.37591062,48.72865222,17.49,11.873,10.856,2.1,0.112,0.073
30579,96.41016085,-31.48092438,30.69,8.992,8.149,0.81,0.011,0.008
30605,96.49230327,58.60323104,16.87,7.298,6.906,0.8,0.008,0.008
30630,96.54301206,18.75730314,68.2,8.024,6.912,1.1,0.011,0.011
30665,96.66333841,13.10142119,13.23,7.234,6.66,0.97,0.01,0.01
30666,96.66496281,-1.50726444,14.26,5.959,5.881,0.89,0.004,0.004
30706,96.78160751,-37.89561574,20.09,6.931,6.528,0.61,0.004,0.004
30711,96.79782098,-25.85597162,33.48,6.698,6.117,0.64,0.003,0.003
30729,96.83614206,-33.11384727,22.18,9.295,8.495,0.8,0.013,0.01
30733,96.85044012,-25.73478437,22.53,9.479,8.521,2.38,0.014,0.01
30745,96.90959286,48.77675776,14.87,7.986,7.369,0.95,0.008,0.007
30755,96.94011353,24.32020697,14.11,10.385,9.493,1.66,0.048,0.034
30760,96.95256406,-62.14998693,12.66,6.725,6.627,0.53,0.005,0.006
30804,97.07832159,10.30399931,13.09,7.665,6.284,0.88,0.011,0.006
30815,97.11712064,16.23850447,15.49,7.367,6.339,0.92,0.008,0.005
30833,97.14891499,68.18871691,13.65,10.418,9.676,1.48,0.026,0.021
30838,97.1592461,-0.72108177,13.19,7.366,6.87,0.9,0.007,0.007
30846,97.1719381,-38.57046887,16.97,9.996,9.098,1.11,0.025,0.018
30860,97.19059648,38.96309296,20.43,8.825,7.959,0.98,0.013,0.01
30862,97.19268426,36.48051961,38.98,7.899,7.217,0.9,0.009,0.006
30878,97.22894911,52.12590325,13.73,7.78,7.309,0.89,0.01,0.012
30879,97.22902512,77.90734507,13.74,8.728,8.262,1.41,0.009,0.008
30880,97.23470629,26.96764519,21.82,7.206,6.641,1.03,0.005,0.006
30886,97.25069348,11.01924211,16.45,6.932,6.619,1.02,0.006,0.009
30890,97.2657186,17.74562999,20.93,8.33,7.669,1.23,0.015,0.011
30893,97.27370602,27.00989342,33.96,9.667,8.693,1.46,0.022,0.016
30905,97.30445502,10.93404377,27.67,9.182,8.22,1.29,0.022,0.016
30939,97.40372704,8.49246928,19.94,8.262,7.677,1.09,0.014,0.011
30944,97.41651853,35.89318406,20.7,11.281,10.103,1.7,0.069,0.039
30953,97.45469519,-50.23895882,19.33,5.688,5.252,0.66,0.005,0.004
30979,97.53081151,-11.80913399,35,10.574,9.219,1.49,0.036,0.018
30990,97.56460664,60.78472071,13.88,9.092,8.538,1.14,0.017,0.016
30995,97.5802162,-52.87154544,14.04,9.506,8.714,0.69,0.018,0.014
31005,97.60160134,-24.14131324,12.93,8.82,8.344,1.49,0.009,0.009
31014,97.62019193,19.28557836,12.55,9.446,8.817,1.3,0.029,0.026
31030,97.66496479,-17.92153719,14.53,8.763,7.828,0.91,0.011,0.008
31039,97.69642228,58.16345682,17.56,7.039,5.96,0.76,0.006,0.005
31069,97.79655734,5.87708409,32.09,10.176,9.114,2.06,0.047,0.03
31079,97.82591372,-51.82620719,26.87,6.222,5.636,0.48,0.004,0.003
31083,97.83981164,2.911269,35.72,7.998,7.216,0.88,0.009,0.009
31089,97.85762914,7.82234822,16.35,9.014,8.356,1.26,0.02,0.018
31119,97.9512018,11.5443434,15.44,5.442,5.241,0.86,0.004,0.004
31134,97.98676986,-68.70877081,36.05,9.226,8.345,0.68,0.017,0.013
31142,98.01001211,34.52486627,33.99,11.267,9.946,1.67,0.059,0.029
31143,98.01146362,40.40285466,27.65,10.585,9.44,1.35,0.044,0.027
31167,98.0963736,-5.86871833,23.13,5.916,5.636,0.76,0.003,0.002
31179,98.14246961,-55.64838466,13.7,8.882,8.011,0.58,0.013,0.01
31187,98.15469968,-29.58259339,23.52,9.972,9.054,1.03,0.023,0.017
31188,98.15767232,-6.48849089,16.86,9.267,8.657,0.98,0.016,0.014
31201,98.19207584,-27.4045843,16.3,7.536,6.952,0.72,0.004,0.004
31207,98.20044376,-55.07926649,16.67,8.753,8.167,0.65,0.011,0.01
31223,98.24038552,-48.54421709,15.35,7.503,7.018,0.57,0.006,0.006
31246,98.30231992,5.46316076,29.93,9.041,8.035,1.07,0.02,0.014
31267,98.36302007,48.37449817,15.32,8.776,8.073,1.08,0.014,0.012
31272,98.36860808,75.55149433,14.9,10.86,9.933,1.25,0.037,0.026
31277,98.40072046,14.15537477,12.75,6.995,5.68,0.85,0.007,0.003
31279,98.40827924,-54.59045424,13,9.32,8.759,0.67,0.014,0.013
31280,98.41021509,-39.64181338,15.2,8.965,8.27,0.76,0.011,0.01
31293,98.43325369,-75.63066752,114.18,12.29,10.556,3.18,0.22,0.067
31314,98.51056148,-77.68755771,19.39,7.235,6.718,0.5,0.005,0.005
31326,98.53507622,2.89857425,17.79,7.319,6.922,0.92,0.008,0.008
31332,98.54905257,-10.95756287,21.8,10.809,9.693,2.39,0.044,0.026
31333,98.55735441,65.28675379,15.61,8.114,7.647,0.81,0.007,0.008
31401,98.73178296,-15.32879143,14.21,9.269,8.693,1.19,0.015,0.013
31415,98.76235795,-12.60728529,12.77,8.269,7.763,0.95,0.008,0.006
31419,98.76736717,-33.00300835,13.5,9.793,9.029,0.99,0.023,0.019
31427,98.77962833,12.66899342,13.57,7.346,7.083,1.14,0.008,0.008
31451,98.8390808,44.64916081,22.98,11.68,10.135,1.69,0.12,0.047
31473,98.89022681,76.86650359,23.47,8.968,8.216,0.79,0.01,0.008
31476,98.8914879,-3.98257317,12.61,8.581,8.016,0.95,0.01,0.009
31480,98.89908421,-2.2426938,16.32,8.189,7.577,0.92,0.007,0.006
31509,98.97530182,-36.08845467,24.83,6.935,6.42,0.56,0.005,0.004
31521,98.99805704,-35.17180289,12.61,8.172,7.699,1.01,0.009,0.008
31525,99.00882878,16.79709636,12.69,7.25,6.779,0.88,0.009,0.008
31527,99.00949249,55.69292998,13.65,8.372,7.868,1.06,0.01,0.01
31528,99.01247062,74.29335673,19.91,9.774,8.962,1.02,0.016,0.013
31529,99.01511771,81.32910104,13.95,9.985,9.27,1.04,0.02,0.017
31540,99.03655687,-27.62165777,26.43,8.527,7.704,0.87,0.008,0.007
31546,99.05051306,74.93714125,12.55,10.925,10.043,1.42,0.034,0.025
31547,99.0525323,-36.1382367,25.47,7.987,7.304,0.72,0.007,0.007
31552,99.06248972,58.1072618,27.48,7.164,6.662,0.79,0.006,0.007
31555,99.07666156,-40.00673573,51.51,12.231,10.667,1.52,0.167,0.066
31568,99.10940934,27.27862005,27.72,7.697,6.993,1.97,0.007,0.008
31572,99.11651837,-31.88690966,17.64,7.288,6.913,0.65,0.005,0.005
31575,99.12763461,72.00981613,20.03,8.629,7.861,0.79,0.007,0.006
31581,99.1392185,13.9982152,20.36,10.469,9.448,1.69,0.051,0.035
31592,99.17082883,-19.25570928,50.41,5.316,4.07,0.7,0.002,0.002
31597,99.19350717,37.85236498,13.69,10.317,9.48,1.56,0.038,0.028
31609,99.23776559,-58.01476853,12.6,11.099,10.2,1.11,0.06,0.042
31623,99.26558178,-32.22506176,28.45,8.538,7.731,0.74,0.009,0.007
31626,99.27205308,19.7529652,29.05,11.748,10.338,2.05,0.158,0.07
31634,99.29616953,-50.03829704,66.11,11.499,9.855,1.61,0.086,0.033
31639,99.3111605,-25.36070776,17.59,10.447,9.718,1.34,0.028,0.023
31648,99.35825724,-43.66145292,15.96,10.818,10.017,1.1,0.052,0.042
31655,99.3826296,9.14447648,26.13,8.539,7.704,1.06,0.015,0.012
31660,99.39143708,12.1812482,36.55,7.722,6.9,0.89,0.008,0.007
31666,99.41062657,-70.60365625,13.44,7.962,7.415,0.6,0.009,0.009
31676,99.42350092,61.48190031,18.82,7.07,6.037,0.82,0.006,0.004
31692,99.46182951,-70.93333845,25.77,9.622,8.765,2.48,0.023,0.018
31703,99.48017707,73.69562922,28.12,6.711,6.292,2.18,0.003,0.003
31711,99.50176847,-61.53356388,46.15,6.907,6.242,0.64,0.005,0.005
31712,99.50226158,-59.77342493,17.41,9.492,8.848,0.68,0.016,0.015
31729,99.5781639,64.73500484,14.46,8.158,7.653,1.4,0.008,0.007
31732,99.58487476,60.24065822,20.09,10.471,9.641,1.51,0.04,0.033
31747,99.61176689,39.74281732,19.37,11.937,10.401,1.92,0.27,0.104
31783,99.67966245,75.70707706,19.28,8.365,7.826,0.7,0.008,0.007
31791,99.70625827,-27.74663202,12.71,8.787,8.158,0.93,0.009,0.009
31796,99.71954305,33.01808175,13.71,7.566,7.171,0.93,0.006,0.006
31801,99.73120823,-74.42553602,15.47,10.656,9.749,0.85,0.034,0.025
31821,99.79856276,-26.57194157,20.56,9.017,8.207,2.07,0.02,0.016
31849,99.8807435,3.31978257,16.6,10.504,9.421,1.75,0.043,0.028
31850,99.88112691,24.59994297,28.44,7.066,6.487,1.04,0.007,0.007
31862,99.90853351,-55.60970381,76.47,11.561,9.937,1.05,0.098,0.037
31870,99.92777365,-30.47002424,13.54,7.173,5.834,0.56,0.004,0.002
31878,99.95856952,-61.47838484,45.56,11.572,9.852,0.91,0.094,0.032
31907,100.02682879,-39.31239176,14.43,10.27,9.54,1.8,0.029,0.024
31950,100.14594472,17.64084346,13.64,8.418,7.877,1.51,0.019,0.015
31956,100.17717559,40.16851352,13.01,7.92,7.224,1.2,0.011,0.008
31965,100.20433648,51.9790346,23.57,8.397,7.664,0.96,0.01,0.009
31968,100.21380368,-44.41531191,13.57,9.389,8.738,0.8,0.016,0.014
32009,100.31061184,14.8507534,18.44,10.501,9.72,2.1,0.058,0.048
32010,100.31491611,23.95838794,57.07,9.427,8.213,1.37,0.024,0.015
32011,100.31639306,-64.35961368,15.15,8.976,8.368,0.65,0.012,0.011
32024,100.34697432,-2.34969077,13.91,8.397,7.762,0.98,0.01,0.008
32035,100.37519437,-65.46849056,15.94,8.461,7.947,0.8,0.012,0.01
32040,100.40737405,35.93199076,12.71,7.081,6.538,0.8,0.006,0.004
32043,100.41478259,-35.55373559,35.25,11.148,9.777,1.08,0.056,0.028
32076,100.52211785,-15.21493958,33.75,7.639,7.037,0.82,0.005,0.004
32075,100.52303604,-38.00379925,15.16,9.177,8.576,1.22,0.014,0.013
32103,100.59734896,-61.22530867,18.67,9.47,8.609,0.72,0.016,0.013
32111,100.61289996,-42.57157797,18.68,8.698,8.091,0.98,0.01,0.009
32117,100.62219104,66.19784232,14.03,7.779,7.209,1.05,0.007,0.007
32125,100.6433439,38.89225093,16.25,7.464,7.085,0.92,0.007,0.006
32127,100.64430251,-56.44529779,18.28,10.314,9.557,0.87,0.031,0.026
32135,100.66765532,47.73577966,18.05,7.887,7.347,0.91,0.008,0.007
32144,100.69199298,-22.4488355,20.45,6.621,6.269,1.11,0.003,0.003
32146,100.69786382,-4.14088297,14.21,7.138,6.626,0.83,0.006,0.006
32155,100.72274506,-30.12767053,16.33,11.056,10.051,1.36,0.051,0.034
32235,100.94263154,-71.97664499,17.7,9.818,9.03,0.79,0.019,0.016
32241,100.96443661,-40.99986096,13.03,9.572,8.988,0.79,0.017,0.015
32242,100.96681089,-54.5676485,19.79,9.493,8.549,0.78,0.017,0.013
32251,101.00598706,-42.71505973,20.04,9.379,8.584,0.71,0.016,0.013
32261,101.04781966,53.29642733,13.27,7.686,6.406,0.74,0.006,0.005
32262,101.04784799,34.16683289,13.26,9.16,8.551,1.27,0.015,0.014
32264,101.04890527,66.29648931,15.04,8.285,7.727,0.94,0.007,0.007
32281,101.0908157,-30.17180761,15.9,9.526,8.86,0.97,0.016,0.014
32296,101.12624588,82.11546495,14.48,6.843,6.645,0.65,0.004,0.004
32299,101.15127811,31.970252,17.39,8.531,7.954,0.95,0.011,0.01
32322,101.21648345,-27.34238072,37.6,7.067,6.499,0.65,0.004,0.004
32326,101.22270566,-66.8656625,16.46,9.435,8.765,0.72,0.016,0.014
32329,101.22859962,20.86062225,21.77,7.881,7.26,1.07,0.008,0.006
32350,101.29056119,39.36846756,18.38,7.337,6.966,0.86,0.006,0.006
32353,101.29175457,30.82597301,14.41,7.578,7.249,1.37,0.011,0.014
32362,101.3226398,12.89605513,57.02,3.879,3.393,0.83,0.003,0.002
32364,101.3412171,35.53508655,18.76,9.639,8.876,1.44,0.018,0.015
32366,101.34616795,-31.79292174,41.2,6.5,5.977,0.56,0.003,0.003
32382,101.37025783,44.23384716,22.09,8.198,7.554,0.86,0.008,0.009
32415,101.51135706,33.02968689,18.52,8.331,7.687,1.21,0.012,0.009
32423,101.52236005,32.55543654,40.02,10.063,8.899,1.22,0.034,0.021
32435,101.55596616,-83.99168435,17.46,7.98,7.511,0.59,0.007,0.007
32438,101.55896951,59.44169108,14.26,7.494,7.178,0.97,0.016,0.013
32439,101.56028979,79.56627808,56.02,6.057,5.502,0.53,0.003,0.003
32475,101.66968476,8.36314976,14.37,7.458,7.077,1.06,0.006,0.007
32480,101.68474593,43.57702483,60.56,5.93,5.308,0.73,0.005,0.004
32489,101.70622699,57.1692705,15.69,6.569,5.45,0.74,0.005,0.003
32500,101.74383218,-87.02497454,25.55,6.954,6.514,0.52,0.004,0.004
32530,101.81599851,-18.25888017,31.48,12.301,10.766,1.95,0.159,0.062
32544,101.86664009,-40.51525243,28.9,12.335,10.802,1.26,0.178,0.067
32560,101.90899326,37.51813267,64.91,11.861,11.717,3.37,0.166,0.222
32607,102.04807134,-61.94197988,32.96,3.525,3.276,2.14,0.002,0.002
32608,102.04807994,0.30487525,14.35,8.076,7.475,1.02,0.009,0.007
32609,102.05096806,55.70444959,21.26,6.832,6.324,1.32,0.008,0.007
32614,102.07393441,23.22401928,14.87,8.598,7.633,1.06,0.012,0.009
32617,102.07953302,-1.31883901,24.95,6.085,5.779,0.75,0.004,0.004
32644,102.14909805,-4.07570904,22.44,7.851,7.337,2.23,0.011,0.011
32650,102.16421982,7.62324863,19.96,8.719,8.06,1.57,0.013,0.011
32662,102.19811117,-23.20310451,16.59,8.085,7.581,0.86,0.006,0.006
32673,102.22470574,37.50530148,23.06,8.923,8.154,1.23,0.013,0.01
32674,102.2251745,-73.3002092,14.54,8.604,8.105,0.62,0.01,0.01
32702,102.33902006,43.75922967,22.41,7.911,7.38,0.87,0.009,0.01
32718,102.39003903,-41.42928511,15.34,7.653,7.082,0.57,0.008,0.005
32719,102.3912037,40.17585817,14.44,8.883,8.225,1.07,0.014,0.012
32728,102.40880315,36.44179627,22.39,9.769,9.055,1.39,0.028,0.024
32735,102.41910995,-74.55745716,14.87,9.879,9.041,0.89,0.021,0.016
32754,102.45740098,55.88287635,27.35,11.895,10.499,1.78,0.164,0.071
32764,102.47393605,-50.14915574,16.23,9.334,8.72,0.74,0.018,0.016
32765,102.47757095,-46.61547007,39.66,5.679,5.199,0.53,0.003,0.002
32767,102.48198651,-28.09928041,14.62,10.891,9.919,1.45,0.042,0.028
32768,102.48390349,-50.61439973,17.85,4.501,3.071,0.49,0.003,0.002
32769,102.48636188,60.33454634,60.96,10.114,8.73,1.3,0.034,0.019
32775,102.50420544,-60.24940871,30.16,6.639,6.157,0.75,0.003,0.003
32804,102.57553393,-29.94801169,16.57,11.257,10.11,1.36,0.06,0.033
32805,102.58238919,53.13306563,17.22,11.044,9.786,1.65,0.056,0.031
32806,102.58282297,60.9293925,26.01,9.618,8.668,1.19,0.024,0.018
32812,102.6000805,-51.04614663,19.28,11.083,10.002,1.08,0.067,0.041
32842,102.68948002,-29.4475442,14.54,8.804,8.061,0.88,0.01,0.009
32851,102.70757903,-0.54042726,33.45,6.234,5.82,0.84,0.003,0.004
32860,102.73292322,-52.46355272,15.09,10.135,9.304,0.85,0.028,0.021
32868,102.74329396,-17.85464403,14.47,8.909,8.21,1.06,0.01,0.008
32874,102.75175913,25.76084062,27.01,7.697,7.051,1.04,0.007,0.007
32889,102.79317137,62.22974996,14.68,9.421,8.748,1.1,0.017,0.015
32897,102.81526124,-88.53533293,15.94,9.427,8.759,0.82,0.016,0.014
32906,102.84127051,23.36392028,12.77,8.487,7.962,1.12,0.012,0.013
32916,102.87703924,40.86805498,24.55,9.017,8.175,1.14,0.016,0.013
32919,102.88585412,47.3695031,53.12,10.527,9.089,1.23,0.05,0.025
32933,102.91820809,5.75499728,22.01,10.738,9.592,2.07,0.07,0.04
32938,102.92687429,-36.230126,18.14,6.172,5.967,0.53,0.003,0.004
32939,102.92760534,-43.88722884,39.19,11.783,10.288,1.01,0.106,0.043
32945,102.94000518,69.04125532,20.14,11.088,9.967,1.74,0.063,0.043
32955,102.96231282,41.57612889,14.98,8.349,7.891,1.01,0.013,0.011
32967,102.9999266,57.14905615,15.08,8.54,8.003,1.02,0.012,0.011
32970,103.00863683,-33.91572691,21.16,7.958,7.282,0.68,0.009,0.006
32971,103.01006786,-11.20453583,30.26,8.301,7.505,2.17,0.013,0.008
32984,103.07653738,-5.17370508,114.94,7.969,6.706,0.86,0.009,0.005
32994,103.10445714,-37.85065507,13.17,9.51,8.733,0.84,0.019,0.016
